Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
411,NN Group,Insurance,Netherlands,15613,1278.8,177487,10309
413,Sumitomo Mitsui Trust,Banking,Japan,9197,1544.7,548179,12827
414,General Mills,"Food, Drink & Tobacco",United States,15741,1628.2,21670,33214
414,Talanx,Insurance,Germany,34716,1003.3,158188,8916
416,Booking Holdings,Business Services & Supplies,United States,10743,2135,19839,87009
417,EXOR,Diversified Financials,Italy,152564,482.6,192992,11944
417,Glencore International,Diversified Metals & Mining,Switzerland,153691,-453.3,124600,57278
419,Vodafone,Telecommunications services,United Kingdom,60839,-9263.8,175683,67036
420,Huaneng Power International,Utilities,China,16942,1343.3,44524,14429
421,Standard Bank Group,Banking,South Africa,8612,1539,142910,15938
422,Swiss Life Holding,Insurance,Switzerland,19544,935.9,196961,10245
423,FirstRand,Banking,South Africa,8394,1656,86325,18198
424,Sysco,Food Markets,United States,53077,1031.9,17630,27978
425,International Paper,Materials,United States,21079,904,33345,20772
425,Vivendi,Telecommunications services,France,11968,1389.4,34137,24170
427,Kimberly-Clark,Consumer Durables,United States,18202,2166,14602,46721
428,National Commercial Bank,Banking,Saudi Arabia,6143,2484,117675,20641
429,Erste Group Bank,Banking,Austria,9248,1380.4,220843,13515
430,Baoshan Iron & Steel,Diversified Metals & Mining,China,26752,666.7,40011,21434
431,Eni,Oil & Gas Operations,Italy,61599,-1619.5,135884,58229
431,Saudi Electricity,Utilities,Saudi Arabia,13275,561.1,107407,26597
433,Corning,Technology Hardware & Equipment,United States,9388,3695,27899,24854
434,Daikin Industries,Construction,Japan,18522,1431.7,20597,28375
435,Mitsubishi Chemical,Chemicals,Japan,31798,1350.9,38052,11067
436,Becton Dickinson,Health Care Equipment & Services,United States,12418,1309,24318,39183
437,SK Innovation,Oil & Gas Operations,South Korea,34064,1440.6,26976,13513
438,Humana,Health Care Equipment & Services,United States,54379,594,25812,30408
439,Emerson Electric,Capital Goods,United States,17202,1509,17471,38291
440,Nippon Steel & Sumitomo Metal,Diversified Metals & Mining,Japan,41630,476.7,54559,20227
441,Deutsche Bank,Banking,Germany,44283,-1856.2,1686579,34005
442,Toyota Industries,Consumer Durables,Japan,20017,1082.5,38596,14838
443,Pernod Ricard,"Food, Drink & Tobacco",France,9718,1397.1,33490,31356
444,Aon,Insurance,United Kingdom,11623,1396,26615,31418
445,IntercontinentalExchange,Diversified Financials,United States,5958,1422,82003,36185
446,Stryker,Health Care Equipment & Services,United States,11325,1647,20435,48787
447,Fujifilm Holdings,Consumer Durables,Japan,21655,1066.2,28578,18097
448,Fosun International,Diversified Metals & Mining,China,11116,1542.5,70045,13135
449,Sony,Consumer Durables,Japan,69242,-393,151713,40441
450,Chubu Electric Power,Utilities,Japan,24170,1467.9,45632,10012
451,Las Vegas Sands,Casinos & Gaming,United States,11410,1670,20469,44623
452,Xcel Energy,Utilities,United States,11104,1123.4,41155,22545
453,Fifth Third Bancorp,Banking,United States,6701,1550,142177,18773
454,Bouygues,Construction,France,35142,809.7,36762,14468
455,ENGIE,Utilities,France,73716,-459.1,167934,34776
456,Steinhoff International,Consumer Durables,Netherlands,14487,1293.5,27486,21094
457,Wheelock,Real Estate,Hong Kong,7804,2099.1,67126,16714
458,Marsh & McLennan,Insurance,United States,13199,1768,18190,37836
459,CBS,Media,United States,13166,1261,24238,29499
460,Fujitsu,Technology Hardware & Equipment,Japan,41705,1193.4,27104,12479
461,Statoil,Oil & Gas Operations,Norway,45665,-2892.6,104530,56240
461,Wesfarmers,Food Markets,Australia,50033,439.3,29977,37822
463,Axis Bank,Banking,India,7844,1275.3,80367,18788
463,HeidelbergCement,Construction,Germany,16776,781.5,40449,18546
465,Illinois Tool Works,Capital Goods,United States,13599,2035,15201,45535
466,Formosa Petrochemical,Oil & Gas Operations,Taiwan,16935,2349.2,14036,33596
467,Marriott International,"Hotels, Restaurants & Leisure",United States,17072,780,24140,34881
468,Adidas,Consumer Durables,Germany,21340,1126.1,16007,39605
469,CLP Holdings,Utilities,Hong Kong,10233,1637.5,26567,26760
470,Thomson Reuters,Media,United States,11172,1101,27852,31352
471,Kering,Consumer Durables,France,13700,912.7,25461,33671
472,Colgate-Palmolive,Consumer Durables,United States,15195,2441,12123,64944
472,Richemont,Retailing,Switzerland,11483,1140.5,22610,44337
474,Shin-Etsu Chemical,Chemicals,Japan,11284,1542.9,20991,36212
475,Mapfre,Insurance,Spain,23302,857.9,67449,10515
475,Poste Italiane,Insurance,Italy,36558,688.1,203783,8639
477,Aisin Seiki,Consumer Durables,Japan,31706,1098.7,27694,13159
478,Mitsubishi,Trading Companies,Japan,57046,-164.2,129113,34711
479,Mitsubishi Estate,Real Estate,Japan,10322,868.6,46337,25434
479,PPL,Utilities,United States,7517,1896,38315,25373
481,Waste Management,Business Services & Supplies,United States,13609,1182,21323,32344
482,Micron Technology,Semiconductors,United States,14733,689,32355,31552
483,Larsen & Toubro,Construction,India,15697,814.1,29773,24503
484,Aegon,Insurance,Netherlands,36610,501.1,437433,9958
485,Teva Pharmaceutical,Drugs & Biotechnology,Israel,21895,336.9,92890,32422
486,Compass Group,"Hotels, Restaurants & Leisure",United Kingdom,27823,1407.8,13694,31115
487,Suncor Energy,Oil & Gas Operations,Canada,20233,327.6,66144,51686
488,EDP-Energias de Portugal,Utilities,Portugal,16145,1062.6,46497,12271
489,Syngenta,Chemicals,Switzerland,12785,1174.9,19540,40907
490,Tenaga Nasional,Utilities,Malaysia,10922,1727.4,30912,17435
491,Credit Suisse Group,Banking,Switzerland,29933,-2753.8,806672,30142
492,Hana Financial Group,Banking,South Korea,11082,1127.8,288274,9654
493,Sampo,Insurance,Finland,6867,1825.2,39810,26458
494,Bank Mandiri,Banking,Indonesia,7477,1038.1,77107,21369
495,Schlumberger,Oil & Gas Operations,United States,27810,-1687,77956,109201
496,UniCredit Group,Banking,Italy,24420,-13042.1,906592,33346
497,M&T Bank,Banking,United States,5661,1304.8,123449,23529
497,Thales,Aerospace & Defense,France,16466,1046.9,23932,20594
499,Applied Materials,Semiconductors,United States,11846,2138,15244,42038
500,Royal Bank of Scotland,Banking,United Kingdom,21609,-7094.6,986859,34971
501,SK Telecom,Telecommunications services,South Korea,14732,1430,25913,16325
502,TE Connectivity,Consumer Durables,Switzerland,12468,2071,17615,25976
503,Caterpillar,Capital Goods,United States,38537,-67,74704,56021
504,China Merchants Shekou Industrial Zone Holdings,Real Estate,China,8640,1442.2,36079,20841
505,Ecolab,Chemicals,United States,13022,1229.6,18330,36330
506,H&M,Consumer Durables,Sweden,22671,2150.3,10857,39938
506,Omnicom Group,Media,United States,15480,1142.3,23165,20104
508,Chinatrust Financial,Banking,Taiwan,10985,866,150152,11825
509,Komatsu,Capital Goods,Japan,15748,938.9,22957,24277
510,Haitong Securities,Diversified Financials,China,6264,1213.1,80706,22872
511,Grupo ACS,Construction,Spain,36276,830.8,35200,11168
512,Resona Holdings,Banking,Japan,6659,1688.9,410703,11669
513,Bharti Airtel,Telecommunications services,India,14658,702,34828,21445
513,Deutsche Lufthansa,Airline,Germany,35022,1964.6,37765,7416
515,Al Rajhi Bank,Banking,Saudi Arabia,4508,2166.5,90546,27635
516,Swisscom,Telecommunications services,Switzerland,11818,1628.2,21109,22501
517,Couche Tard,Food Markets,Canada,35668,1138.7,13785,25856
517,Loews,Insurance,United States,12994,654,76594,15905
519,ConocoPhillips,Oil & Gas Operations,United States,23848,-3615,89772,61283
520,Baxter International,Health Care Equipment & Services,United States,10163,4946,15546,28610
521,Praxair,Chemicals,United States,10534,1500,19332,33905
522,Kyocera,Consumer Durables,Japan,12895,1108,26518,19884
523,Garanti Bank,Banking,Turkey,9190,1656.5,88096,10192
524,China Unicom,Telecommunications services,Hong Kong,41303,101.6,88860,33778
525,CIC Group,Banking,France,11712,1301.2,304789,7882
526,Kubota,Capital Goods,Japan,14689,1219.3,22897,18470
527,Isbank,Banking,Turkey,11652,1751.9,118024,7907
528,Astellas Pharma,Drugs & Biotechnology,Japan,12080,1913.7,15895,27980
529,CNOOC,Oil & Gas Operations,Hong Kong,22027,95.9,91759,54818
530,Simon Property Group,Real Estate,United States,5426,1754.3,31104,53039
531,ASML Holding,Semiconductors,Netherlands,7516,1722.3,19742,56800
531,British Sky Broadcasting,Media,United Kingdom,17078,847.4,22851,20642
533,Cummins,Capital Goods,United States,17526,1394,15011,25102
534,China Zheshang Bank,Banking,China,8077,1527.2,194981,9754
535,Standard Chartered,Banking,United Kingdom,19433,-247,646692,30249
536,Tokyo Electric Power,Utilities,Japan,50161,1019.5,105532,6135
538,Viacom,Media,United States,12658,1385,23312,17967
539,Sasol,Chemicals,South Africa,11799,992.9,27570,19845
540,Public Service Enterprise Group,Utilities,United States,8831,887,40070,22638
541,Coal India,Diversified Metals & Mining,India,10999,1607,17801,27448
542,Novatek,Oil & Gas Operations,Russia,8012,3847.9,15841,38983
543,Kirin Holdings,"Food, Drink & Tobacco",Japan,19097,1087.4,20133,17388
544,T&D Holdings,Insurance,Japan,16591,703.2,128600,9156
545,Mitsui,Trading Companies,Japan,39218,114.9,99953,26167
546,Regions Financial,Banking,United States,5805,1163,126704,17404
547,Ingersoll Rand,Conglomerates,Ireland,13509,1476.2,17397,21441
548,CenturyLink,Telecommunications services,United States,17470,626,47017,13413
549,Bank of Nanjing,Banking,China,7755,1251,153406,10460
550,Dongfeng Motor Group,Consumer Durables,China,18414,2011.4,26615,9359
551,Citizens Financial Group,Banking,United States,5783,1045,150611,17638
552,Swire Pacific,Conglomerates,Hong Kong,8037,1242.4,48174,15081
553,RELX Group,IT Software & Services,United Kingdom,9303,1566.5,16463,40929
553,Samsung Fire & Marine,Insurance,South Korea,17188,739.5,55545,10396
555,Associated British Foods,"Food, Drink & Tobacco",United Kingdom,19015,1160.9,14777,24369
556,Standard Life,Insurance,United Kingdom,25200,496.5,228730,9043
557,Ally Financial,Banking,United States,10057,1067,163728,9089
558,Møller-Maersk,Transportation,Denmark,35466,-2012.6,62589,35046
559,Ecopetrol,Oil & Gas Operations,Colombia,15638,512.7,40409,19658
560,National Bank of Canada,Banking,Canada,6205,1078.3,179574,14255
561,Sumitomo Electric,Consumer Durables,Japan,25611,904.6,24566,12453
562,Shire,Drugs & Biotechnology,Ireland,11584,342.3,67035,51264
563,Akzo Nobel,Chemicals,Netherlands,15705,1073,17449,21357
564,Bank Central Asia,Banking,Indonesia,4822,1549.3,50231,32111
565,Marubeni,Trading Companies,Japan,63536,429.3,64348,10693
566,DTE Energy,Utilities,United States,10687,868,32041,18472
567,Koç Holding,Conglomerates,Turkey,23456,1144.2,25075,10386
568,Unum,Insurance,United States,11082,931.4,63558,10627
569,Best Buy,Retailing,United States,39403,1228,14215,14905
570,Atlas Copco,Capital Goods,Sweden,12100,1393.5,13161,42940
570,MTR,Transportation,Hong Kong,5821,1321,33192,33258
572,Suncorp Group,Insurance,Australia,10339,776.8,70094,12639
573,Emirates NBD,Banking,United Arab Emirates,5533,1810.1,121976,12484
573,LG Chem,Chemicals,South Korea,17807,1126.7,16962,17692
575,QBE Insurance Group,Insurance,Australia,11587,839.7,42283,13277
576,Northern Trust,Banking,United States,5195,1008,123927,19756
577,CME Group,Diversified Financials,United States,3608,1534.1,69369,40092
578,Otsuka Holding,Drugs & Biotechnology,Japan,11003,851.9,22735,25053
579,Altice,Telecommunications services,Netherlands,20628,-1730.4,89319,30853
580,American Tower,Real Estate,United States,5786,956.4,30879,52169
581,Sinopharm Group,Drugs & Biotechnology,China,38892,700.8,22694,12696
582,Falabella,Retailing,Chile,12718,900.6,20791,21319
583,Bharat Petroleum,Oil & Gas Operations,India,28783,1219.1,14361,15206
584,Newell Brands,Consumer Durables,United States,13264,527.2,33838,22297
585,Akbank,Banking,Turkey,7940,1486.2,91624,9171
586,Norilsk Nickel,Diversified Metals & Mining,Russia,8235,2540.8,16457,24860
587,Atlantia,Transportation,Italy,5979,1241,41513,21100
587,Tesco,Food Markets,United Kingdom,78433,231.5,61781,19218
589,MGM Resorts,Casinos & Gaming,United States,9455,1101.4,28907,16141
590,Dollar Tree,Retailing,United States,20719,896.3,15950,18339
591,GFNorte,Banking,Mexico,6413,1019.9,61894,16241
592,Broadcom,Semiconductors,Singapore,15608,-1877,49617,87597
592,Woori Bank,Banking,South Korea,9544,909.1,257230,8246
594,Guotai Junan Securities,Banking,China,4856,1481,59249,20286
595,Constellation Brands,"Food, Drink & Tobacco",United States,7331,1535.1,18602,33402
596,Royal Caribbean Cruises,"Hotels, Restaurants & Leisure",United States,8496,1283.4,22310,20920
597,Air Products & Chemicals,Chemicals,United States,9051,1461,15956,29377
598,Infosys,IT Software & Services,India,10108,2135.2,11941,34926
599,BYD,Consumer Durables,China,15315,759.4,20875,18378
600,KeyCorp,Banking,United States,5355,791,137282,18870
601,Johnson Controls International,Business Services & Supplies,Ireland,22064,-457,48788,38478
602,Asahi Kasei,Chemicals,Japan,17020,1009.2,20068,13131
603,New World Development,Real Estate,Hong Kong,7103,1249.9,54222,12082
604,Siam Cement,Chemicals,Thailand,12002,1589.7,15071,19085
605,Toray Industries,Chemicals,Japan,18556,835.9,20691,14184
606,Grupo Mexico,Diversified Metals & Mining,Mexico,8177,1106.5,22824,23656
607,E.ON,Utilities,Germany,59776,-9347.4,70388,16888
608,Dell Technologies,Technology Hardware & Equipment,United States,61948,-3691,118206,13475
608,Nokia,Technology Hardware & Equipment,Finland,26121,-748.9,49215,30349
610,Eletrobrás,Utilities,Brazil,17427,983,52386,7195
610,Legend Holding,Technology Hardware & Equipment,China,44321,732.4,46372,7005
612,Dollar General,Retailing,United States,21987,1251.1,11864,19072
613,Banco de Sabadell,Banking,Spain,7775,785.9,224143,10005
614,Eversource Energy,Utilities,United States,7639,942.3,32053,18823
615,China Taiping Insurance,Insurance,Hong Kong,21556,582.3,64434,8613
616,Hyundai Heavy Industries,Capital Goods,South Korea,33889,451.8,40776,11047
616,Sekisui House,Construction,Japan,18695,1123.9,19408,11306
616,Siam Commercial Bank,Banking,Thailand,4912,1349.5,81346,16095
619,China Eastern Airlines,Airline,China,14802,693.9,30225,12940
620,Cemex,Construction,Mexico,13652,750.7,29111,13094
621,Sumitomo Realty,Real Estate,Japan,8994,948.1,41130,12270
622,Murata Manufacturing,Consumer Durables,Japan,10375,1423.1,13860,28400
623,WEC Energy Group,Utilities,United States,7472,940.2,31253,19048
624,JXTG Holdings,Oil & Gas Operations,Japan,72026,-649.6,58001,16602
625,China Fortune Land Development,Construction,China,7629,977.1,35960,15544
626,Evonik,Chemicals,Germany,14085,827.4,22070,14917
627,Henderson Land,Real Estate,Hong Kong,3343,2823.3,45852,22938
628,China Southern Airlines,Airline,China,17236,769.5,28845,10434
629,ThyssenKrupp Group,Conglomerates,Germany,44029,361.7,36885,13549
630,Whirlpool,Consumer Durables,United States,20718,888,19153,12442
631,Paccar,Capital Goods,United States,17009,521.7,20639,23590
632,Public Bank,Banking,Malaysia,4528,1256.9,84720,17414
633,Bank of Ningbo,Banking,China,6137,1158.1,125591,10294
634,Valeo,Consumer Durables,France,18273,1023.2,15165,15392
635,Asahi Group Holdings,"Food, Drink & Tobacco",Japan,15709,821.1,17009,17802
635,Unibail-Rodamco,Real Estate,France,2366,2664.8,42976,23585
637,Delphi Automotive,Consumer Durables,United Kingdom,16661,1156,12292,20234
638,Bunge,"Food, Drink & Tobacco",United States,42679,743,19188,10596
639,Capgemini,IT Software & Services,France,13871,1018.8,17360,15717
639,Mylan,Drugs & Biotechnology,United Kingdom,11111,480,34726,21206
641,Sodexo,Business Services & Supplies,France,22483,707.4,15768,17478
642,Kasikornbank,Banking,Thailand,5362,1139,79470,13385
643,TELUS,Telecommunications services,Canada,9604,923.1,20677,19547
644,Formosa Chemicals,Chemicals,Taiwan,9898,1359.1,16893,17864
645,Kao Corp,Consumer Durables,Japan,13415,1164.7,11474,27327
645,VMware,IT Software & Services,United States,7092,1186,16643,37786
647,Kweichow Moutai,"Food, Drink & Tobacco",China,4950,2531.9,15764,71537
647,SCA,Consumer Durables,Sweden,13702,650.6,18245,21637
649,Fidelity National Information,Business Services & Supplies,United States,9263,568,26031,26260
650,Aeon,Food Markets,Japan,75490,57,76131,12378
651,Centene,Health Care Equipment & Services,United States,40607,558,20197,12221
652,Great Wall Motor,Consumer Durables,China,14213,1585.1,13293,15179
653,Telkom Indonesia,Telecommunications services,Indonesia,8747,1455,13332,30437
654,Molson Coors Brewing,"Food, Drink & Tobacco",United States,4885,1972,29342,20531
655,Naspers,Media,South Africa,5930,994,18224,75355
656,Stanley Black & Decker,Consumer Durables,United States,11407,965.3,15635,20182
657,Nucor,Diversified Metals & Mining,United States,16208,731.4,15224,19385
658,Transneft,Oil & Gas Operations,Russia,12660,3475.7,45601,4730
659,JD.com,Retailing,China,38985,-575.6,23142,45719
660,National Bank of Abu Dhabi,Banking,United Arab Emirates,4001,1364.7,114545,16094
661,West Japan Railway,Transportation,Japan,13266,741.9,24472,12763
662,DaVita,Health Care Equipment & Services,United States,14745,879.9,18741,13046
663,Commerzbank,Banking,Germany,15940,295.4,513068,11025
663,Fortescue Metals Group,Diversified Metals & Mining,Australia,8221,1879.4,18980,14287
665,Nan Ya Plastics,Chemicals,Taiwan,8536,1515.5,16148,18518
666,Solvay,Chemicals,Belgium,13370,686.9,25467,12876
667,Longfor Properties,Real Estate,China,8239,1374.1,32352,10142
668,Rogers Communications,Telecommunications services,Canada,10342,643.8,21134,22947
669,Barrick Gold,Diversified Metals & Mining,Canada,8556,648.5,25264,22317
670,China Reinsurance Group,Insurance,China,13733,775.5,29688,9895
671,CIMB Group Holdings,Banking,Malaysia,6020,860.3,108261,10918
672,Krung Thai Bank,Banking,Thailand,4760,915,75102,16966
673,Tatneft,Oil & Gas Operations,Russia,8659,1602.9,17931,14577
674,WH Group,"Food, Drink & Tobacco",Hong Kong,21534,1036.1,13611,12841
675,Kellogg,"Food, Drink & Tobacco",United States,13014,694,15111,25410
676,Recruit Holdings,Business Services & Supplies,Japan,16105,777.6,11203,28967
677,Fast Retailing,Consumer Durables,Japan,16444,638.7,12383,31760
678,The Estée Lauder Companies,Consumer Durables,United States,11376,1081.1,11212,30836
679,Allied Irish Banks,Banking,Ireland,3951,1459.1,100857,14553
680,PKN Orlen,Oil & Gas Operations,Poland,20165,1333.5,13310,11176
681,BAIC Motor,Consumer Durables,China,17452,954.9,24304,8309
682,Mazda Motor,Consumer Durables,Japan,29518,836.5,21968,8109
682,Weyerhaeuser,Materials,United States,6803,986,19243,26110
682,Woolworths,Food Markets,Australia,41149,344.3,17129,25711
685,Dong Energy,Oil & Gas Operations,Denmark,8527,1085.8,19361,16445
685,Level 3 Communications,Telecommunications services,United States,8172,666,24888,21114
687,Franklin Resources,Diversified Financials,United States,6463,1707.8,16210,23619
688,Nidec,Capital Goods,Japan,10594,943.5,12786,28094
689,George Weston,Food Markets,Canada,36228,415.1,28296,10942
690,Lenovo Group,Technology Hardware & Equipment,Hong Kong,42586,608.3,27204,7720
691,LG Display,Consumer Durables,South Korea,22845,781.5,20604,9415
692,Activision Blizzard,Consumer Durables,United States,6607,911,17452,37299
693,Grupo Aval,Diversified Financials,Colombia,8468,701,74716,9209
694,All Nippon Airways,Airline,Japan,16142,841.2,19386,10435
694,Tesoro,Oil & Gas Operations,United States,24577,734,20398,9410
694,Reinsurance Group of America,Insurance,United States,11522,701.4,53098,8079
697,Samsung C&T,Trading Companies,South Korea,24222,92.5,36810,21221
698,RWE Group,Utilities,Germany,48219,-6295.4,85436,10280
699,Guosen Securities,Diversified Financials,China,5970,1005.7,28328,17603
700,TransCanada,Oil & Gas Operations,Canada,9616,175.9,65658,40608
701,Adobe Systems,IT Software & Services,United States,6097,1312.9,13045,64420
702,Teliasonera,Telecommunications services,Sweden,9832,544.3,27897,17011
703,Dentsu,Media,Japan,7716,768.5,27052,15510
704,Deutsche Boerse,Diversified Financials,Germany,3157,799,172837,17930
705,Daiwa Securities,Diversified Financials,Japan,5167,948.1,175965,9850
705,GF Securities,Diversified Financials,China,4078,1209.8,51774,18419
707,Textron,Conglomerates,United States,13788,962,15358,12875
708,Mitsubishi Heavy Industries,Capital Goods,Japan,35970,-7.3,48910,13361
709,Republic Services,Business Services & Supplies,United States,9388,612.6,20630,21316
710,Ericsson,Technology Hardware & Equipment,Sweden,26000,200.4,31576,21423
711,Isuzu Motors,Consumer Durables,Japan,17442,956.8,15118,10785
712,Anhui Conch Cement,Construction,China,8295,1279.9,15759,16919
713,First Data,Business Services & Supplies,United States,11584,420,40292,13959
713,Vonovia,Construction,Germany,3949,2545,34303,16828
715,Telenor,Telecommunications services,Norway,15530,337.2,23969,24356
716,Halliburton,Oil & Gas Operations,United States,15887,-5763,27000,43069
717,PPG,Chemicals,United States,15114,456,15769,27265
718,CGN Power,Utilities,China,5067,1097,41389,14155
719,Bankia,Banking,Spain,3655,962.4,200579,13184
720,Chunghwa Telecom,Telecommunications services,Taiwan,7131,1242.4,13874,26472
721,Veolia Environnement,Utilities,France,26980,347.7,40027,10150
722,Occidental Petroleum,Oil & Gas Operations,United States,10056,-574,43109,48161
723,J Sainsbury,Food Markets,United Kingdom,33667,689.7,25793,7100
724,Bancolombia,Banking,Colombia,6681,938.7,65377,8887
724,Sherwin-Williams,Retailing,United States,11856,1115,6753,29159
726,NVIDIA,Semiconductors,United States,6910,1646,9841,59094
727,HAL Trust,Diversified Financials,Netherlands,8886,963.5,17528,15070
728,VF,Consumer Durables,United States,12082,1228.4,9739,22467
729,Yum Brands,"Hotels, Restaurants & Leisure",United States,10967,1619,5478,22745
730,Qingdao Haier,Consumer Durables,China,16986,718.2,18084,10606
731,Prologis,Real Estate,United States,2533,1209.9,30250,28374
732,Goodyear,Consumer Durables,United States,15158,1264,16511,8863
733,Liberty Interactive,Retailing,United States,10647,1227,20866,9444
734,Coca-Cola European Partners,"Food, Drink & Tobacco",United Kingdom,10104,614.4,19585,17869
735,Ross Stores,Consumer Durables,United States,12867,1117.7,5544,24731
736,CNH Industrial,Capital Goods,United Kingdom,25328,-373,47834,13549
737,Macy's,Retailing,United States,25778,619,21164,8881
738,XL Group,Insurance,Bermuda,10443,441,58434,10596
739,Parker-Hannifin,Capital Goods,United States,11200,880.3,11732,21463
739,Sabanci Holding,Conglomerates,Turkey,11877,879.7,87866,5433
741,Annaly Capital Management,Real Estate,United States,1998,1433.8,87905,11524
742,Industrial Bank of Korea,Banking,South Korea,7840,997.7,212661,6018
743,Hanwha,Trading Companies,South Korea,40614,423.8,128226,2195
744,Essilor International,Health Care Equipment & Services,France,7871,899.3,13884,25736
744,Kotak Mahindra Bank,Banking,India,4752,683.3,37443,25066
746,Kyushu Electric Power,Utilities,Japan,16829,977,38066,5112
746,Scor,Insurance,France,14577,667,44227,6825
748,Chongqing Changan Auto,Consumer Durables,China,10582,1679.5,15085,10244
749,Husky Energy,Oil & Gas Operations,Canada,9780,695.9,24901,11360
750,China Energy Engineering,Construction,China,33361,645,42112,5602
751,Abertis,Transportation,Spain,5264,880.1,32893,15962
752,Huatai Securities,Diversified Financials,China,3675,943.7,57767,16904
753,Luxottica Group,Retailing,Italy,10051,940.8,10864,25915
753,Teck Resources,Diversified Metals & Mining,Canada,7019,785,26568,13595
755,Lotte Chemical,Chemicals,South Korea,11398,1582.3,13137,11137
756,Tohoku Electric Power,Utilities,Japan,18177,658.4,34876,6757
757,Western Digital,Technology Hardware & Equipment,United States,15919,-408,28975,24535
758,National Bank of Kuwait,Banking,Kuwait,3205,931.3,79215,14026
758,Rolls-Royce Holdings,Aerospace & Defense,United Kingdom,20179,-5440.4,31556,18174
760,Japan Airlines,Airline,Japan,11860,1279.8,13935,10600
761,Credicorp,Banking,Peru,4534,1041.9,46657,12731
762,UPM-Kymmene,Materials,Finland,10854,972.3,14673,12744
763,Guangdong Wens Foodstuffs Group,"Food, Drink & Tobacco",China,8924,1874.9,5967,20929
764,Toyota Tsusho,Trading Companies,Japan,71045,-140.3,34839,10578
765,Wipro,IT Software & Services,India,8139,1259.6,11782,19373
766,Hilton,"Hotels, Restaurants & Leisure",United States,11663,348,26211,18663
767,Daqin Railway,Transportation,China,6665,1010.7,17887,16615
768,Lennar,Construction,United States,11289,890.9,15362,11884
769,Ferrovial,Transportation,Spain,11901,415.8,24678,14886
770,Anadarko Petroleum,Oil & Gas Operations,United States,8452,-3078,45564,34880
770,Scentre Group,Diversified Financials,Australia,1874,2223.1,24609,17550
772,AutoZone,Retailing,United States,10750,1269.6,8903,19897
773,Agrium,Chemicals,Canada,13574,577.9,16963,12982
774,Vestas Wind Systems,Capital Goods,Denmark,11321,1066.9,10475,17470
775,China Resources Power,Utilities,Hong Kong,8530,993,25810,8791
775,Freeport-mcmoran,Diversified Metals & Mining,United States,14878,-3965,37317,18206
777,Samba Financial Group,Banking,Saudi Arabia,2418,1333.8,61701,11252
778,ROSSETI,Utilities,Russia,13568,1119.9,34171,3347
779,Schaeffler,Consumer Durables,Germany,14754,950.2,12529,11059
780,GD Power Development,Utilities,China,8261,637.5,38372,9457
781,Adecco,Business Services & Supplies,Switzerland,25118,799.3,10652,11769
781,Discovery Communications,Media,United States,6514,1194,15758,16837
783,Canadian Natural Resources,Oil & Gas Operations,Canada,7942,-154,44924,37099
784,Ryanair Holdings,Airline,Ireland,7348,1452.4,11504,19570
785,Huntington Bancshares,Banking,United States,3828,711.8,99714,14303
786,Hong Kong Exchanges,Diversified Financials,Hong Kong,1340,743.2,31899,30868
787,Carlsberg,"Food, Drink & Tobacco",Denmark,9303,666.5,18318,14112
788,Porsche Automobil Holding,Consumer Durables,Germany,1,1519.9,29963,16129
789,Kone,Construction,Finland,9717,1132.5,8387,23669
790,CarMax,Retailing,United States,15875,627,16279,10540
791,Itaúsa,Conglomerates,Brazil,1345,2355.6,18134,22961
791,Sime Darby,Conglomerates,Malaysia,10717,697,15397,14292
793,Wolseley,Construction,Switzerland,21455,623.8,10689,15508
794,Air France-KLM,Airline,France,27482,876.1,24188,2193
795,Willis Towers Watson,Insurance,United Kingdom,7851,420,30253,17410
796,Welltower,Real Estate,United States,4281,713.8,28865,26245
797,ITC,"Food, Drink & Tobacco",India,5967,1513.9,7821,51595
797,KT Corp,Telecommunications services,South Korea,19603,612.9,25325,7058
799,OMV Group,Oil & Gas Operations,Austria,21306,-445.8,33870,13617
800,Sumitomo Chemical,Chemicals,Japan,17613,480.4,24330,8782
801,Emaar Properties,Real Estate,United Arab Emirates,4319,1424.7,26228,14561
802,VEON,Telecommunications services,Netherlands,8858,2511.6,21043,6751
803,Eiffage,Construction,France,15826,525.4,31118,7318
804,Bangkok Bank,Banking,Thailand,4300,901.8,82217,10097
805,Metro Group,Retailing,Germany,64506,222.3,30806,10115
806,CSL,Drugs & Biotechnology,Australia,6398,1325.3,8130,43865
807,Hindustan Petroleum,Oil & Gas Operations,India,28526,751.7,13743,8461
808,DR Horton,Construction,United States,12645,935.4,11712,12367
809,Leonardo,Aerospace & Defense,Italy,13277,558.6,26775,8308
810,Shenwan Hongyuan Group,Banking,China,3175,814.2,39642,18258
811,LG Electronics,Consumer Durables,South Korea,47722,66.3,31342,10221
812,Kuehne + Nagel,Transportation,Switzerland,16774,728.8,6229,16891
813,FirstEnergy,Utilities,United States,14396,-6177,43148,13897
813,Magnit,Food Markets,Russia,15983,808.7,7542,15614
815,S&P Global,Media,United States,5661,2106,8669,33626
816,Chongqing Rural Bank,Banking,Hong Kong,5324,1198,115581,6487
817,Toshiba,Consumer Durables,Japan,47206,-3830.8,47724,8259
818,General Growth Properties,Real Estate,United States,2349,1288.4,22733,20372
819,JFE Holdings,Diversified Metals & Mining,Japan,29408,272.6,36094,9421
820,Netease,IT Software & Services,China,5718,1738.1,8351,36760
821,LabCorp,Health Care Equipment & Services,United States,9642,722.3,14247,14687
